,artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
3453,Paul Cantelon,1.1242,0.22662,146.442,2.026,0.470828036,0,0.875,-20.178,0,,135.494,0.22662,130.183,folk,3,The Other Boleyn Girl - Opening Titles,2008
3454,Blue Rodeo,0.4967,0.18433,213.34159,0,0.636423645,2,0.601,-5.972,1,0.473346541,202.739,0.02853,189.068,country,4,Up On That Cloud,2005
3455,Bobby Hutcherson,0.32967,0.32967,349.72689,0.241,0.570900104,7,0.495,-12.939,0,0.265861049,320.284,0.09354,86.446,jazz,5,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),1967
3456,Goatwhore,1.28799,0.11349,153.49506,0.183,0.773271848,0,0.56,-7.09,0,,153.495,0.11349,99.805,metal,4,Liar of Nastrond,0
3457,The Police,0.85624,0.49362,137.45587,0.293,0.790367909,10,0.624,-11.636,0,,131.454,0.30619,159.106,new wave,4,Man In A Suitcase,1980
3458,George Harrison,1.7642,0.08781,238.602,0.229,0.739047424,7,0.643,-6.692,0,,230.394,0.08781,71.756,rock,4,Baltimore Oriole (2004 Digital Remaster),1981
3459,Connie Francis,0.07157,0.07157,147.17342,0.305,0.616698192,6,0.824,-9.378,1,0.377531645,139.662,0.07157,137.99,pop,1,Babys First Christmas,1959
3460,D.O.W.N.,0.05578,0.05578,350.11873,0,0.741132802,1,0.69,-7.063,1,0,350.119,0.05578,109.791,rock,4,Freeword,0
3461,Oasis,0.74469,0.14991,376.99873,7.506,0.834564098,7,0.013,-3.811,1,0.702112063,343.226,0.14991,100.382,pop,4,Columbia,0
3462,Ray Barretto,1.24427,0.52615,413.07383,0,0.61443158,5,0.308,-10.999,1,0,400.178,0.28475,82.815,jazz,3,Vaya (Live At The Beacon Theatre),0
3463,Adrienne Pierce,0.77232,0.37376,269.63546,0.121,0.582431619,6,0.314,-8.425,0,0.427446572,264.104,0.17694,151.945,folk,3,Laundry & Dishes,2008
3464,Mongo Santamaria,0.60854,0.60854,130.01098,0.316,0.540037749,8,0.762,-23.581,0,0,120.581,0.37815,120.446,jazz,4,Los Conguitos,1959
3465,OutKast,0.92242,0.29073,289.25342,0,0.796420044,2,0.808,-6.407,1,,276.457,0.13281,156.688,rap,4,Return Of The G,1998
3466,Fruko Y Sus Tesos,0.83961,0.29236,263.33995,0.287,0.533724477,6,0.227,-6.974,1,0.253931907,258.85,0.15538,219.796,salsa,4,Frukos  Boogaloo,0
3467,MIMS,1.14744,0.68413,230.53016,0,0.796320378,4,0.557,-4.213,1,0.407233015,228.026,0.45601,127.779,rap,5,Life Of A Star,2009
3468,Jacques Douai,1.50161,0.99574,60.89098,0,0.313851152,7,0.202,-18.852,0,,60.891,0.74686,127.14,chanson,4,Pauvre Jean,0
3469,Selena,1.22769,0.65432,198.45179,0.607,0.748320703,2,0.701,-10.333,1,0,190.508,0.65432,104.795,tejano,4,Estoy Contigo,0
3470,Dave Rave_ Mark McCarron,2.85366,0.51271,90.38322,0.339,0.026088737,2,0.009,-19.661,1,,84.196,0.17444,92.005,easy listening,4,Face,0
3471,I.N.T.,0.35561,0.35561,152.92036,2.13,0.416754012,7,0,-7.433,0,0.266955186,149.066,0.03648,93.105,hip-hop,4,Big Sister,0
3472,The Edgar Broughton Band,0.32019,0.32019,245.44608,0.386,0.524008172,0,0.952,-12.135,1,0,235.59,0.32019,100.799,punk,4,Aphrodite (1999 Digital Remaster),1970
3473,Quinteto Violado,1.4605,0.10229,162.08934,0.409,0.442818538,7,1,-13.136,1,,153.292,0.10229,125.224,pop,5,Galope A Beira Mar,0
3474,Mobb Deep,0.72223,0.09598,264.64608,0.078,0.772272161,5,0.641,-7.101,1,0.609399102,248.842,0.09598,93.976,rap,4,Where Ya Heart At,1999
3475,Phil Vassar,2.25599,0.96325,217.28608,0.571,0.704994472,11,0.383,-4.35,0,0.595754054,203.976,0.63987,94.007,country,4,This Is My Life,2008
3476,Patricia Kaas,2.37004,1.30159,247.11791,2.287,0.63079537,5,0.859,-8.016,1,,233.117,1.03385,130.272,chanson,5,Elle Voulait Jouer Cabaret,1988
3477,Alice In Chains,0.66712,0.17657,230.60853,0.073,0.79633706,8,0.913,-4.438,1,0.81839438,226.667,0.17657,124.144,grunge,4,God Smack,1992
3478,Wild Horses,0.19821,0.19821,174.18404,0.462,0.598643696,2,0.517,-7.458,1,0.253761707,158.778,0.19821,103.047,country,4,Mothers Little Helper,0
3479,Juelz Santana,2.9541,0.53021,233.92608,0,0.698323122,11,0.623,-4.148,0,0.733916707,224.438,0.32569,99.742,rap,5,Lil Boy Fresh,2005
3480,Busdriver,0.66597,0.20261,223.68608,0.188,0.618002715,11,0.025,-7.331,1,,211.702,0.20261,130.129,hip-hop,4,Sun Shower (Single Version),2007
3481,Gerald Clayton,1.97793,0.65079,329.37751,0,0.471357978,10,0.287,-16.849,0,0.358976526,318.537,0.43753,94.978,jazz,3,All Of You,2009
3482,BrAPderna Djup,0.15828,0.15828,114.1024,0.212,0.346073476,5,0.352,-9.619,1,,107.108,0.15828,199.675,folk,4,OvanlA$?r,0
3483,Blackfoot,0.45839,0.45839,316.99546,0,0.604296587,11,0.552,-12.377,0,0.556541104,299.816,0.13535,123.415,rock,4,Dream On (LP Version),0
3484,Dottie Rambo_ The Whites,0.94023,0.37527,130.29832,0,0.535712479,2,0.137,-7.157,1,,120.332,0.37527,103.014,gospel,4,New Shoes,0
3485,Maria Muldaur,0.82453,0.40041,288.41751,0.421,0.586948318,9,0.629,-10.861,1,0,278.46,0.40041,146.936,pop,4,Sweet Harmony (LP Version),0
3486,Stickboy,0.62597,0.62597,67.52608,0,0.581753137,6,0.421,-6.047,0,,63.925,0.4589,180.287,pop,1,Stand Down,0
3487,Grandpa Jones,0.50185,0.50185,139.78077,0.415,0.450645997,4,1,-11.901,1,,133.689,0.26614,129.391,bluegrass,4,Dont Look Back,1995
3488,Little Freddie King,0.40089,0.40089,229.04118,0.363,0.419320249,9,0.228,-10.491,1,0.357819054,226.302,0.08742,130.58,blues,1,Kinghead Shuffle (Little Freddie King),0
3489,Don Gibson,1.06063,0.50239,142.94159,0.136,0.540750151,11,1,-13.524,1,,134.455,0.21739,104.943,country,4,Who Cares,1987
3490,Spade Cooley,2.34414,1.98818,108.87791,2.067,0.440904743,2,0.413,-29.378,0,0,100.061,1.81151,172.612,swing,4,Lover,0
3491,D.A.R.,0.13723,0.13723,250.122,0,0.517707752,2,0.472,-6.657,1,,250.122,0.13723,176.298,metal,1,Que paso,0
3492,Bruford,0.77582,0.77582,351.42485,4.859,0.508188068,6,0.381,-14.857,0,,341.769,0.2635,78.136,jazz,3,Forever Until Sunday,1979
3493,Joy Kitikonti,0.48406,0.04879,384.57424,0.241,0.559827532,11,0.465,-7.856,0,,368.1,0.04879,137.999,trance,4,Agrymonyzer (Matsingena Mix),0
3494,Simon Harris,0,0,6.08608,0.271,0.39076084,1,0,-18.797,1,,6.086,0.29937,0,house,1,You Make Me Feel So Good,0
3495,Bruce Springsteen,0.38412,0.38412,591.62077,0,0.850789989,5,0.598,-5.67,1,,584.202,0.20627,167.559,rock,1,Rosalita (Come Out Tonight),1973
3496,The Berzerker,1.11877,0.42203,105.45587,0,0.668370612,11,0.038,-6.952,0,0.502449624,101.013,0.42203,86.5,metal,4,Humanity,2000
3497,Danny Wilson,1.00509,0.24576,92.42077,4.319,0.559991415,9,0.669,-14.655,0,0,85.589,0.05617,158.208,pop,4,Spencer-Tracey,1987
3498,The Dreamtree Project,5.26743,4.81693,798.1971,12.864,0.350392717,0,0.243,-16.183,1,0.327753595,786.471,4.81693,134.291,dance,4,Bliss,2007
3499,Snowgoons,0.45108,0.45108,239.64689,0.142,0.649583107,1,0.626,-4.615,1,,230.586,0.23886,94.281,los angeles,4,Planetary Takeover,2009
3500,Iggy Pop,1.04573,0.51809,294.3473,0,0.789018489,1,0.866,-12.66,0,,294.347,0.24461,119.121,rock,4,Lust for life (recorded during the us tour in 1986),0
3501,Johnny Kidd And The Pirates,0.47143,0.47143,150.07302,3.332,0.565993939,7,0.205,-17.914,1,0,142.942,0.24448,88.521,rock,3,Watermelon Man,0
3502,Luke Vibert,1.48412,0.31171,418.79465,0.287,0.632718261,7,0.645,-15.199,0,0.531580241,408.358,0.16461,101.905,hip-hop,4,Gwithian,2005
3503,El Presidente,0.52633,0.52633,213.05424,1.036,0.546201178,6,0.571,-4.353,1,,204.527,0.25763,111.043,house,4,Turn This Thing Around,0
3504,Blind Willie McTell,0.57938,0.04345,116.34893,0.223,0.591428552,0,0.661,-15.872,1,,110.51,0.04345,130.36,country,4,Boll Weevil,2001
3505,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,1.26125,1.26125,141.322,1.1,0.4900735,2,0.708,-29.128,0,0,131.286,1.26125,106.98,house,4,Largo,0
3506,Claw Hammer,0.69888,0.28892,291.7873,0.176,0.401479593,11,0.513,-9.467,0,0.270775999,288.078,0.28892,149.167,alternative,4,Succotash,1998
3507,Pierre Perret,0.905,0.22789,132.07465,0.221,0.510301323,9,0,-8.118,1,,127.013,0.22789,177.809,chanson,4,Les Trois OrfAvres,2007
3508,Kool Keith,0.75454,0.06825,258.19383,0,0.639614201,6,0.585,-6.062,0,0.513219142,245.476,0.06825,90.902,rap,4,Dont Crush It,1997
3509,Rocky Hill,0.35019,0.35019,257.82812,0.296,0.319868324,7,0.523,-6.479,1,0.205921426,248.97,0.08862,115.018,blues,3,Fool For You,0
3510,Roy Drusky,1.30053,0.59198,163.36934,0,0.378347969,4,0.532,-13.823,1,,158.639,0.23856,88.201,country,3,Wasted Days And Wasted Nights,0
3511,C.C. Adcock,0.55067,0.21896,297.63873,0.155,0.423385847,5,0.163,-10.56,0,0.51895024,283.191,0.05351,180.106,blues,4,What I Like (Womens),0
3512,MxPx,0.28948,0.28948,88.73751,0.242,0.763010513,9,0.388,-4.404,1,0.454192988,85.931,0.14047,134.492,rock,1,Time Will Tell,2001
3513,Julien Clerc,0.17358,0.17358,174.15791,0.328,0.58547954,9,0.716,-6.755,0,0.379523324,168.647,0.17358,115.756,chanson,3,Le Coeur Du Volcan,0
3514,David & Steve Gordon,0.79772,0.33047,610.95138,12.411,0.387242595,11,0.137,-18.5,0,0.264481653,596.77,0.09331,127.986,meditation,3,East Wind Drum Call,0
3515,Styles P,4.95382,0.27255,85.02812,0.223,0.743792498,6,0.36,-11.895,0,0.535953802,81.032,0.27255,93.412,rap,3,Intro,2002
3516,M.I.K.E.,0.04323,0.04323,479.81669,0,0.614345532,9,0,-7.383,0,,452.232,0.04323,136.021,trance,4,Were Here To Stay,0
3517,Harry Connick_ Jr.,0.18656,0.18656,251.76771,0.142,0.691133729,0,0.466,-6.131,1,0.502211221,248.053,0.18656,138.408,jazz,1,Here Comes The Big Parade,1994
3518,Commissioned,0.46034,0.46034,235.72853,5.103,0.50400634,8,0.317,-13.644,1,0,227.689,0.46034,124.066,ccm,4,Im Gonna Let My Love Flow,0
3519,Sex Machine ft. ShAna,0.59423,0.12567,418.87302,0.102,0.465124634,10,0.622,-4.956,0,,412.009,0.12567,127.996,metal,4,Friday Night,2006
3520,Gloria De Haven,0.15981,0.15981,163.42159,0.165,0.305466193,2,0.74,-12.265,1,0,163.422,0.15981,179.688,easy listening,1,Red Hot Pepper Pot,0
3521,fIREHOSE,0.25241,0.25241,122.64444,0.218,0.552704815,9,0.343,-15.855,1,0.38314502,112.373,0.25241,108.489,alternative,4,Rhymin Spielin,1988
3522,Mick Hucknall,0.40972,0.40972,406.93506,0.09,0.474581232,1,0.21,-10.452,0,0,382.264,0.13292,107.398,blues,1,I Love You More Than Youll Ever Know,0
3523,Farlow-Kirch Band,0.16113,0.16113,220.13342,4.51,0.104186987,2,0.319,-9.851,1,0,216.723,0.16113,187.495,blues,4,Juke Joint,0
3524,Jim Chappell,0.13079,0.13079,227.36934,0.311,0.520204911,0,0.594,-14.893,1,0,211.911,0.13079,126.052,jazz,1,In The Hills,1994
3525,Goldfish,0.71624,0.28997,159.45098,0,0.589174876,9,0,-5.529,0,0.212045406,156.688,0.07945,139.987,chill-out,4,Watch Out for The Birdsongs,2007
3526,Solomon,0.0426,0.0426,37.48526,0,0.629732489,10,1,-27.239,1,,37.485,0.0426,110.647,pop,1,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,0
3527,Busdriver featuring Abstract Rude & Ellay Khule,0.15838,0.15838,255.63383,0,0.618002715,3,0.012,-12.09,1,0.53238942,228.769,0.15838,114.895,hip-hop,4,Map Your Psyche,2005
3528,4Him,0.04047,0.04047,296.98567,2.003,0.565089892,0,0.456,-9.908,1,0.405115722,276.312,0.04047,139.919,ccm,4,You Are Holy,1995
3529,Pitch Black,0.75908,0.28545,377.36444,0,0.585387199,0,0.097,-6.597,1,,370.149,0.28545,130.957,chill-out,4,Harmonia,0
3530,Rude Boys,1.27435,0.65507,289.95873,0.315,0.598101203,10,0.466,-14.544,0,0,270.315,0.34659,97.03,house,4,Heaven (LP Version),0
3531,Dr Bombay,0.65144,0.2307,192.02567,3.024,0.473038876,9,0.543,-5.884,1,0.48913343,186.543,0.2307,137.96,pop,4,Girle Girle,0
3532,Jim Reeves,0.97429,0.21581,175.01995,0.165,0.624252499,11,1,-11.727,1,0.304169503,167.706,0.21581,158.763,country,3,Rosa Rio,2000
3533,Devo,0.76072,0.34613,264.33261,0.076,0.707839968,2,0.67,-10.499,1,,248.761,0.13831,144.801,rock,4,The 4th Dimension (LP Version),1984
3534,Janet Jackson,0.86704,0.33416,263.02649,7.906,0.803836826,1,0.613,-7.006,1,,251.31,0.06378,114.024,pop,4,Greatest X,2008
3535,Gordon MacRae,1.58729,0.52181,470.9873,0.409,0.412473042,5,0.2,-14.563,1,,464.411,0.52181,133.017,jazz,3,Soliloquy (2001 Digital Remaster),0
3536,Eason Chan,0.86133,0.04608,241.44934,0,0.555277224,10,0.806,-13.294,1,,238.231,0.04608,81.999,pop,4,Xi Yang Wu Xian Hao,0
3537,Sex Machine,0.71963,0.36822,148.47955,0,0.465124634,0,0.764,-2.972,1,0,145.56,0.19208,170.167,metal,4,We Wanna Change Our Band Name,0
3538,Jackie Wilson,0.42208,0.05615,101.77261,0,0.693327979,10,0.32,-10.283,1,,95.66,0.05615,161.728,soul,4,If I Cant Have You,1958
3539,Isabel Pantoja,0.69454,0.69454,220.94322,0,0.496152636,7,0.337,-6.451,0,0.239629098,207.999,0.13666,73.811,flamenco,5,Si Tu Me Dices Ven,0
3540,Pinch,1.92727,0.29412,288.39138,0.195,0.583049613,6,0.624,-10.411,0,0.544750913,277.374,0.29412,70.047,dance,4,Widescreen,0
3541,Cadet,0.30239,0.30239,267.07546,0,0.494131652,7,1,-5.105,1,0,246.654,0.30239,80.721,rock,4,Medley: Father_ I Adore You/More Precious Than Silver,0
3542,Young-Holt Unlimited,1.86168,0.39468,176.63955,0.089,0.502245023,2,0.77,-11.987,1,,165.355,0.19101,166.796,soul,7,The Devil Made Me Do Dat (LP Version),1970
3543,Devanic,1.11236,0.42949,336.06485,0,0.489712437,4,0.034,-7.071,1,,326.507,0.20077,87.044,metal,4,I Am,2006
3544,Jack Johnson,0.73432,0.30519,264.82893,0.259,0.832011769,11,0.015,-6.892,0,0.73761557,252.395,0.0917,142.449,rock,4,Monsoon,2008
3545,Harry Connick_ Jr,0.31178,0.31178,192.07791,3.849,0.691133729,0,0.22,-10.7,1,0,189.678,0.14639,181.469,jazz,4,Joe Averys Piece,1979
3546,Converge,0.85017,0.38456,407.03955,0.228,0.810506205,5,0.294,-7.49,0,0.286605956,398.785,0.38456,152.775,punk,4,Deep Inside,0
3547,Astarte,1.20497,0.43928,419.97016,0.724,0.537088297,9,0.395,-4.012,0,0.345802234,407.609,0.24618,156.15,metal,4,Thorns of Charon (Pt. 2) - Emerge from Hades,1998
3548,Beastie Boys,0.69549,0.09992,248.13669,0,0.853124523,2,0.016,-12.173,1,0.33759306,248.137,0.09992,100.649,hip-hop,4,Shadrach (2009 Digital Remaster),0
3549,Imiskoubria,1.3742,0.70901,211.64363,0.678,0.37128168,2,0.434,-8.85,1,,206.727,0.70901,180.077,reggae,4,To Pirame,0
3550,The Scare,0.90457,0.32719,209.71057,0.273,0.582061745,7,0.403,-4.745,1,,201.445,0.03567,110.161,rock,4,I Saw Destruction,2009
3551,Jeff And Sheri Easter,0.60531,0.60531,191.99955,2.81,0.535292736,0,0.935,-10.301,1,,184.75,0.32094,101.943,gospel,3,A Love That Keeps On Giving (Silent Witness Album Version),0
3552,Juice Leskinen,0.8693,0.30237,271.77751,0.229,0.5534682,9,0.709,-13.589,1,0.266955186,262.844,0.30237,107.769,pop,4,HalintamyymA$?lA$?n aamutoimet,0
3553,Wet Wet Wet,0.56039,0.56039,242.65098,0.155,0.642280769,2,0.928,-7.811,1,0.561428518,233.523,0.24354,95.465,soul,4,Hear Me Now,2004
3554,Vince Guaraldi Trio,0.36363,0.36363,242.9122,0.252,0.57810363,2,0.549,-25.924,0,0.265861049,230.76,0.02213,92.4,jazz,3,Yesterdays,1964
3555,Shifty,0.45283,0.08602,192.91383,0,0.602264047,3,0,-5.295,1,0.594483379,179.409,0.08602,163.884,house,4,EZ Cuz Youre Beautiful (Album Version),2004
3556,Glen Campbell,0.62814,0.23631,202.70975,0.171,0.67159627,1,1,-8.472,1,,192.279,0.0404,152.082,country,3,Woodcarver,0
3557,Selena,1.04001,0.38048,225.17506,0.102,0.748320703,11,0.005,-7.572,1,0.533370878,222.36,0.05319,90.971,tejano,4,Techno Cumbia,0
3558,Rance Allen Group,1.4007,0.64525,252.36853,0.423,0.488008882,2,0.799,-12.48,1,0,246.143,0.45099,163.381,jazz,4,Put Your Hand In The Hand,0
3559,Chelsea,4.99164,0.2749,301.71383,0,0.555730918,11,0.607,-9.869,0,,295.439,0.2749,86.727,pop,4,Decide,1979
3560,Alex Ubago,3.47601,1.59393,201.09016,4.505,0.581475219,9,0.671,-8.205,1,0.408110884,189.817,1.28232,96.7,pop,7,Temblando,2003
3561,Conway Twitty,0.37981,0.37981,157.12608,0.306,0.663231985,9,0.426,-14.626,1,0.229144104,148.399,0.37981,89.71,country,1,Sitting In A Dim CafA(c),0
3562,Alicia Keys,1.67319,0.5127,183.43138,0,0.933916106,1,0.477,-9.74,1,0.684472942,173.894,0.07715,105.775,soul,4,Heartburn,2003
3563,The Plimsouls,1.04949,0.5552,147.9571,0,0.573243195,4,0.342,-7.842,1,0.508067506,147.957,0.30795,123.452,pop,4,I Want You Back,1981
3564,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,1.26778,0.30798,318.79791,0,0.872325597,9,0.007,-13.135,1,0.253834736,310.886,0.06297,125.827,rap,7,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),2009
3565,Daniel Johnston,0.39287,0.39287,219.76771,0.092,0.713322147,9,0.678,-24.308,1,0.685274902,217.536,0.06677,92.938,pop,1,Desperate Man Blues,1983
3566,Eyes Cream,0.18186,0.18186,492.30322,0.624,0.377906057,0,0.769,-7.052,0,0,487.845,0.18186,129.994,house,4,Open Up Your Mind (Guido Osorio Club Mix),2002
3567,Hot Chip,0.81951,0.35263,202.10893,0.322,0.799910879,11,0.472,-5.087,1,,202.109,0.12093,128.988,rock,4,Ready For The Floor (Radio Edit),2008
3568,ZombieSuckers,10.64564,1.40443,62.95465,0.109,0.509793846,1,0,-22.904,1,,62.955,0.32539,42.58,punk,4,The Nightmare Begins,2010
3569,PitchBlack,0.84523,0.26319,292.70159,0.101,0.585387199,9,0.579,-4.427,1,0,287.115,0.11444,208.865,chill-out,4,Satanic Majesty,0
3570,OutKast,1.259,0.62701,118.9873,0.386,0.796419804,1,0.792,-10.817,1,0.769733162,113.505,0.30811,95.381,rap,4,Wailin,1996
3571,LL Cool J / Freeway,0.21956,0.21956,264.48934,0.183,0.749217793,1,0.367,-4.628,1,0.413739836,261.3,0.21956,50.51,hip-hop,1,What You Want,2006
3572,Joe McBride,0.9039,0.2692,258.35057,0.247,0.492440728,7,0.446,-7.028,0,0,250.683,0.2692,93.986,jazz,4,On The Money,0
3573,Casual,1.17194,0.40327,213.55057,3.483,0.581793766,11,0.305,-5.846,1,,213.551,0.21188,156.007,hip-hop,4,PrecAs,2008
3574,Irwin Goodman,1.09546,0.47674,200.9073,3.437,0.517480572,9,0.305,-5.901,1,,191.599,0.15786,108.199,pop,4,Terve menoo jA$?tkA$?nretale,1977
3575,Buckwheat Zydeco,1.1888,0.37093,233.50812,0,0.556083173,10,0,-5.588,0,0.215080319,219.051,0.09965,148.371,blues,4,Trouble (Studio),0
3576,Freddie McGregor,2.62771,0.51591,247.64036,0.833,0.596895543,0,0.85,-7.065,1,0.313562114,243.746,0.16486,114.013,rock,5,Ask You for a Dance,0
3577,Fania All Stars,2.88838,0.23349,342.30812,0.328,0.535655941,11,0,-8.48,0,,337.885,0.23349,92.097,jazz,7,Soul makossa,0
3578,Casiotone For The Painfully Alone,1.79735,0.60656,26.80118,0,0.665322162,1,0,-10.039,1,,26.801,0.30966,100.919,hip-hop,4,Bad People,2008
3579,Ideal,0.85146,0.22178,191.73832,0,0.549012952,10,0.28,-11.761,1,0.473346541,186.59,0.06397,95.572,new wave,4,Roter Rolls Royce,0
3580,Midnight Fish,2.86163,0.44123,300.82567,0.096,0.287697338,9,0.458,-7.681,1,0,285.809,0.03148,96.679,meditation,5,Baby Here I Am,0
3581,King Curtis,0.48302,0.48302,127.03302,0.363,0.575692299,9,0.914,-9.682,1,,120.75,0.25531,136.089,rock,1,The Lone Prairie,0
3582,Albert Ayler,1.08897,1.08897,632.34567,0,0.576645316,11,0.531,-9.8,0,,623.618,0.65904,71.642,jazz,5,Music Is The Healing Force Of The Universe,1969
3583,Monty Are I,0.07135,0.07135,245.10649,2.728,0.702077834,8,0.452,-4.654,0,0.662493161,232.885,0.07135,189.917,metal,4,In This Legacy,2006
3584,The Jackson Southernaires,0.29024,0.29024,272.53506,0.351,0.323008991,2,0.534,-9.217,1,,263.349,0.29024,113.643,gospel,1,When We All Get To Heaven,0
3585,Bone Loc,0.86309,0.17274,329.63873,0,0.386212393,5,0.643,-3.045,0,0,325.718,0.17274,141.041,dance,4,King Bong,0
3586,Commander Cody And His Lost Planet Airmen,0.23016,0.23016,195.65669,0,0.487445648,4,0,-13.839,0,0,187.344,0.23016,170.916,country,1,Riot In Cell Block #9,1974
3587,Bobby Darin,0.35913,0.35913,147.93098,2.305,0.704411407,0,0.904,-8.774,1,,140.73,0.19154,181.368,pop,4,Bullmoose (LP Version),2008
3588,David Palmer,0.55,0.55,486.94812,0.322,0.39840082,2,0,-24.647,1,,476.619,0.55,50.751,orchestra,3,Amergences: III. Fragments dA(c)paves,0
3589,Catherine Howe & Vo Fletcher,0.84762,0.41343,242.62485,0.351,0.421792253,9,0.53,-10.989,1,,234.063,0.19847,139.913,chill-out,4,White Winter Hymnal,0
3590,Tex Williams,0.26704,0.26704,191.242,0.21,0.425883322,9,0.634,-12.62,1,0,185.731,0.26704,110.385,swing,1,Start Even,0
3591,Hank Locklin,1.08013,0.07304,143.35955,0,0.635757022,0,0,-10.067,0,0.690290538,140.701,0.07304,122.798,honky tonk,4,Send Me The Pillow You Dream On,1960
3592,Johnny Osbourne,0.10301,0.10301,216.65914,0.164,0.618765786,9,0,-11.902,0,,210.518,0.10301,105.261,reggae,4,We Need Love,1979
3593,Melt Banana,0.44164,0.44164,29.33506,0,0.639249552,2,0.28,-2.124,1,0,29.335,0.20189,124.986,rock,1,How To Say Rip Them Off_ Repeat After Me,0
3594,Asleep At The Wheel,0.58842,0.58842,180.50567,0,0.60425956,9,0.566,-7.828,1,,170.939,0.58842,78.087,swing,1,I Hate Christmas,2007
3595,Trivium,0.66152,0.07512,360.75057,0,0.847754656,6,0.821,-3.134,0,,343.133,0.07512,105.54,alternative,4,The Deceived,2004
3596,Massive TAPne,0.43802,0.13466,239.33342,0,0.583841122,2,0.815,-4.801,1,,221.936,0.13466,197.992,rap,4,Notausgang (feat. TimXtreme),0
3597,The Cardigans,0.38927,0.38927,211.35628,0.699,0.749876367,4,0.586,-4.659,1,0.654651728,203.14,0.20832,161.994,pop,4,Rise & Shine,1994
3598,Hank Penny,0.71854,0.21335,127.99955,0,0.445854631,0,0.039,-16.425,1,0.603287008,128,0.21335,112.313,swing,4,Peroxide Blond,0
3599,East To West,0.73012,0.28469,253.59628,0,0.436338306,0,0.69,-12.813,1,0,244.802,0.28469,139.992,ccm,4,As Long As I Know,0
3600,Paquito Guzman,0.08173,0.08173,327.67955,0.218,0.347678876,11,0.25,-7.337,0,,323.918,0.08173,176.113,salsa,4,Cuando Seolvida El Amor,0
3601,Glen Washington,0.78404,0.39597,226.21995,0.171,0.512740226,4,0.274,-6.065,0,,219.295,0.20193,155.036,rock,4,Sitting In The Park (Medley),0
3602,Penguin CafA(c) Orchestra,0.08839,0.08839,275.12118,0.189,0.635087811,2,1,-19.453,1,0.512253654,264.94,0.08839,191.61,jazz,1,Horns Of The Bull,1987
3603,Bad Religion,1.2918,0.4467,138.84036,0.2,0.858677442,9,0.495,-3.677,0,0.674142968,134.031,0.23647,140.202,punk,4,The Lie,2002
3604,Jessica Simpson,0.39674,0.39674,196.12689,2.38,0.772518285,7,0.537,-6.224,1,0,185.278,0.0941,99.909,pop,4,Take My Breath Away,2004
3605,Jim Breuer,2.74345,0.10368,478.92853,0,0.472073585,0,0.268,-9.639,0,0.48456253,468.132,0.10368,83.61,metal,5,Party In The Stomach (LP Version),2002
3606,Pursuit Of Happiness,1.0214,0.11056,216.39791,0.27,0.508676201,7,0.257,-10.81,1,0.565451012,206.396,0.11056,133.319,pop,4,Shes So Young,1988
3607,Jacques Dutronc,3.02679,3.02679,142.91546,3.228,0.612953154,7,0.592,-10.592,1,0.38293509,133.126,3.02679,130.196,chanson,1,LHomme De Paille,1989
3608,Becoming The Archetype,0.90311,0.04609,389.95546,2.583,0.657826294,2,0.391,-4.757,0,0.696230193,371.032,0.04609,85.061,metal,4,End Of The Age,2008
3609,Storyville,0.97959,0.34859,343.58812,4.348,0.595254765,2,0.532,-10.088,1,,330.217,0.03074,91.976,blues,4,Talk To Me,1998
3610,ISRAEL & NEW BREED,0.68197,0.68197,199.57506,0,0.697113113,4,0.348,-4.877,1,,186.404,0.21014,96.782,ccm,4,Not Forgotten,0
3611,Karan Casey,2.22572,0.45677,189.88363,0.163,0.528233945,3,0.09,-20.067,1,,184.599,0.45677,102.745,folk,5,Sliabh Geal gCua,0
3612,Dionne Warwick,1.29819,0.83562,243.85261,0.533,0.647933084,2,0.007,-12.772,1,,235.294,0.60307,130.637,pop,4,Dont Let My Teardrops Bother You (Album Version),0
3613,Bad Brains,0.36274,0.05552,170.44853,0,0.726298027,9,0.663,-8.869,1,0,170.449,0.05552,201.933,punk,5,At The Movies (Live),0
3614,Zeromancer,0.70836,0.25098,236.53832,0.223,0.644519692,10,0.632,-5.832,0,0.864141654,221.414,0.25098,130,rock,4,Send Me An Angel,2001
3615,The Smashing Pumpkins,1.19338,0.4791,184.39791,0.371,0.88792045,6,0,-16.358,1,0.584437156,175.955,0.13141,88.794,alternative,4,Rotten Apples,1995
3616,Redman,1.65081,0.35555,199.81016,0,0.743129776,11,0.097,-3.58,0,0.358976526,192.081,0.0334,92.8,hip-hop,4,Muh- F***a,2001
3617,Miossec,0.31577,0.31577,162.32444,0.441,0.551311117,5,0.739,-12.892,1,,151.115,0.13039,166.081,chanson,4,Regarde Un Peu La France,1995
3618,Don Gibson,0.16163,0.16163,109.71383,0.369,0.540750151,4,0.851,-12.808,1,,99.84,0.16163,108.974,country,1,Blue Blue Day,1987
