artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
Jamie Richards,0.77253,0.24954,244.29669,0,0.513832781,2,0.374,-7.625,1,0.413739836,227.196,0.24954,117.993,honky tonk,4,Any Way You Want Me To,0
Joanna Connor,0.17389,0.17389,238.39302,0.072,0.479218001,7,0.658,-13.202,1,0.265861049,229.994,0.17389,106.719,blues-rock,3,Playing In The Dirt,0
Dilated Peoples Featuring Capleton,0.6599,0.22249,311.06567,0.142,0.804838889,2,0.126,-4.08,1,0.540009277,300.617,0.22249,158.327,turnablism,4,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006
Patsy Cline,0.9731,0.32095,146.88608,0.241,0.656728903,9,0.719,-12.495,1,,142.211,0.1025,93.618,country rock,4,Stop The World And Let Me Off,0
Saga,0.40319,0.40319,243.61751,2.252,0.631336504,2,0.394,-20.491,1,0,230.011,0.12394,74.811,hard rock,1,Thank You,0
Walter Jackson,0.95552,0.58227,269.00853,0.293,0.437193777,0,0.718,-9.903,0,,260.064,0.39091,158.857,northern soul,4,Its Cool,0
Mohammad Nouri,1.39257,0.71639,273.94567,2.055,0.268210005,4,0.546,-15.689,1,,269.334,0.71639,168.527,patriotic,4,Nastaran,0
R. Carlos Nakai,1.46805,0.25494,177.31873,0.484,0.577276089,7,0.396,-26.675,0,0.23644415,162.331,0.25494,102.02,chamber jazz,3,Voyagers - Improvisation 12,0
Elizete Cardoso,1.86108,0.77571,206.47138,0.281,0.378150446,2,0.422,-14.645,1,,206.471,0.50401,52.054,samba,4,Chega De Sausade,0
Anthony Blea Y Su Charanga,0.23015,0.23015,459.28444,0.339,0.363237123,11,0.179,-5.434,0,,454.473,0.08056,200.826,salsa,4,Tumba Randy,2004
Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini,0.70414,0.10293,112.14322,2.229,0.612858654,11,0.094,-20.02,1,,112.143,0.10293,96.775,opera,5,La Traviata - highlights (1990 Digital Remaster): Ah_ non piA1 (Alfredo/Violetta),0
CMW - Comptons Most Wanted,1.07945,0.44311,217.62567,0.066,0.574383744,8,0.059,-11.36,0,,198.571,0.12642,93.951,gangster rap,4,This Is A Gang,1992
Walter Ego,0.20185,0.20185,535.45751,0,0.477528763,10,0.792,-10.44,0,0.528534452,535.458,0.20185,124.136,chill-out,1,Purple Pygmies,1998
Tayfun,0.14546,0.14546,343.50975,0.833,0.474239821,3,0.161,-12.078,0,,311.978,0.14546,84.619,hard trance,3,GAPzlerinde HA1/4zA1/4n,0
Jay Randall,2.34046,0.53443,222.24934,0,0.256241161,9,0.36,-19.547,0,0.210588544,222.249,0.08755,65.64,zydeco,4,Mathilda,0
Carl Smith,1.67457,0.55032,151.24853,0.183,0.551502069,2,1,-10.208,1,,143.929,0.27062,110.076,honky tonk,4,Hey Joe,1993
Sandy Lam,0.84789,0.29876,299.44118,0,0.49867683,6,0.78,-6.179,0,,295.265,0.02148,109.748,chinese music,4,Ai Ji Mei Gui 1000 Da,0
Ghorwane,0.24803,0.24803,298.84036,0.816,0.430721866,2,0.627,-6.479,1,0,289.756,0.08345,187.46,marrabenta,3,Nudez,0
Herb Alpert And The Tijuana Brass,0.24171,0.24171,176.66567,0.084,0.552416732,5,0.512,-13.414,1,0,165.727,0.24171,124.893,smooth jazz,4,Lazy Day,0
Audio Adrenaline,1.33084,0.83711,219.11465,0,0.687478318,9,0.397,-9.024,0,0,214.129,0.56043,101.241,ccm,5,My God  (Audio Adrenaline Album Version),1992
Deep Forest,2.47281,1.78355,294.39955,0,0.695421645,11,0.387,-9.894,0,,280.921,1.26454,87.001,chill-out,4,Green And Blue,1997
Francis Dunnery,1.40593,0.20979,216.37179,0.136,0.54858513,9,0.711,-8.023,1,0.233847005,205.717,0.20979,101.526,singer-songwriter,3,The Possibilities of Loving You,1991
Obie Bermudez,0.3903,0.04665,271.25506,0.138,0.605116355,8,0.459,-4.561,1,,264.435,0.04665,177.255,salsa,4,Antes (Salsa Version),2003
Dimmu Borgir,3.091,0.3017,186.56608,0,0.826075467,2,0.257,-3.086,1,,184.123,0.3017,83.108,black metal,5,Puritania,2001
Bonita & Jerry Cormier,0.89152,0.39577,181.10649,0.086,0.477963014,0,1,-9.737,1,,176.332,0.14852,120.002,reggaeton,4,Sans ton amour,0
Special Duties,0.43471,0.43471,162.87302,0.107,0.514012833,11,0.377,-7.89,0,0,157.768,0.18506,135.386,oi,1,I Am The Curse (Duties Demo),0
Clarence Profit,0.40396,0.40396,166.97424,0.16,0.303495173,8,0.347,-24.399,1,,162.104,0.2119,161.387,lullaby,7,Tropical Nights,0
Mikey Dread,0.05512,0.05512,201.9522,2.873,0.58568315,7,0.953,-9.351,1,0.377531645,187.96,0.05512,175.628,roots reggae,1,Pound a Weed,0
African Rhythm Messengers,0.2788,0.2788,235.28444,0.363,0.297689426,0,1,-10.703,1,,225.75,0.14788,115.196,highlife,4,baby Wayo,0
Los Amigos Invisibles,0.79471,0.25407,420.62322,0,0.700716633,10,0.726,-9.514,1,0.463489662,417.599,0.11874,200.039,funk rock,3,San Agustin,0
Mando Diao,0.19194,0.19194,306.18077,0.827,0.807779928,4,0,-4.118,0,0.555574792,294.522,0.19194,87.785,blues-rock,3,Popovic,2006
James Blackwood with The Light Crust Doughboys,0.50533,0.50533,138.16118,0.438,0.367680745,7,0.51,-10.654,1,0,125.103,0.22243,116.521,southern gospel,1,This World Is Not My Home,0
Junior Reid,0.72439,0.33046,326.00771,0.194,0.622940428,6,0.232,-8.28,0,0.274899515,315.408,0.13349,158.242,roots reggae,4,Boom-Shack-A-Lack (12 Mmix / Bonus Tra),1998
Louis Prima And Keely Smith,1.21895,0.21087,159.16363,0.153,0.578998679,10,0.131,-12.675,1,0.565451012,153.397,0.21087,108.498,space age pop,3,Ive Got You Under My Skin,1960
Alphonse Mouzon,0.32675,0.32675,355.21261,0.124,0.503912373,7,0.508,-8.127,1,0.319565987,341.275,0.32675,96.931,jazz funk,1,The Ram And The Scorpio,1977
Lole y Manuel,0.63111,0.24163,145.55383,0.583,0.571833796,6,0.487,-10.905,1,,145.554,0.04544,148.105,flamenco,4,Tango de la Flor (Album Version),0
Ben Sidran,1.79821,0.3429,366.0273,0,0.599935172,10,0.094,-12.547,0,0,366.027,0.09483,85.952,smooth jazz,4,Everybodys boppin,0
Aeoliah,12.00724,12.00724,295.10485,11.064,0.549395619,0,0,-36.037,1,0.334706549,273.45,11.77772,130.77,meditation,1,We Are One Light,0
King Curtis,0.37282,0.37282,199.20934,2.2,0.575692299,7,0.504,-11.968,1,,190.578,0.09805,108.162,instrumental rock,4,Ode To Billie Joe  (Live @ Fillmore West),2007
Ice Cube Featuring Flavor Flav,1.74812,0.4346,130.7424,0.27,0.838816274,11,0.094,-6.388,1,0.372530039,130.742,0.09522,92.482,gangster rap,4,Im Only Out For One Thang (Explicit) (Feat. Flavor Flav),0
The Equals,0.95943,0.43715,182.88281,0.398,0.656364988,4,0.643,-6.607,1,,174.968,0.17338,119.394,pop rock,4,Michael & His Slipper Tree 93,0
Brazilian Tropical Orchestra,0.47942,0.47942,144.63955,0.299,0.378013152,4,0.22,-13.615,0,,136.057,0.13601,86.28,bossa nova,4,Swan Lake,0
M.A. Numminen,1.55612,0.67783,102.79138,0.398,0.519969698,8,0.804,-10.745,1,0.260338243,98.725,0.45773,141.358,german pop,4,LAIVAMATKA WC:SSA,0
Ken Yokoyama,1.1405,0.3833,172.82567,0.328,0.25141881,4,0.332,-12.964,1,,163.921,0.3833,80.129,japanese,4,Im Not Afraid When Im With You,0
Gold City,1.9354,0.73783,182.25587,0.374,0.596189938,2,0.076,-8.533,1,0.334898744,172.025,0.43508,100.022,southern gospel,4,Mighty Army Band,0
Big Dee Irwin,0.95375,0.38063,156.02893,0.316,0.376377265,10,0.538,-9.931,1,0.591291373,147.499,0.09192,108.103,northern soul,4,Swinging On A Star,1990
VHS Or Beta,0.98869,0.51146,501.13261,0,0.67161064,11,0.008,-6.751,1,0.266955186,479.155,0.27404,125.999,disco,4,You Got Me (The Juan Maclean Dub),2006
Carl Smith,0.81596,0.31498,136.04526,0.218,0.551502069,2,0.216,-11.651,1,,136.045,0.06448,124.648,honky tonk,4,Hey Joe,1993
Charley Patton,0.59947,0.13999,154.87955,0.276,0.574300068,5,0.087,-24.774,1,,147.499,0.13999,130.975,delta blues,4,Circle Round The Moon,1990
Babe Ruth,0.31047,0.31047,159.00689,0.45,0.545165441,11,0.08,-11.024,0,,155.185,0.10282,144.474,neo-progressive,1,A Fistful Of Dollars (1994 Digital Remaster),0
Samba Trio,0.56964,0.56964,121.10322,0.517,0.532263567,9,0.28,-19.271,0,0,115.914,0.11653,87.321,bossa nova,1,Essa Marie,0
Tammy Pescatelli,0.31039,0.31039,129.82812,0,0.104186987,1,0.263,-22.255,1,0,127.251,0.31039,77.081,comedy,1,Playboy Foundation,0
Planxty,1.34832,0.45424,139.72853,0.16,0.548189066,7,0.179,-14.322,1,0.536830581,134.989,0.23338,71.337,folk rock,4,Follow Me Up To Carlow,1973
Pennywise,0.47203,0.47203,242.33751,0.142,0.816998189,10,0.621,-5.808,0,0.707655106,229.535,0.21668,119.981,melodic hardcore,4,Lies,2005
Amy Winehouse,0.06439,0.06439,274.99057,2.032,0.835596474,10,0.18,-3.154,0,,265.468,0.06439,192.668,vocal jazz,4,In My Bed,2003
Cirrus,3.80643,3.4807,193.72363,5.973,0.60657568,5,0.065,-6.149,1,0.579728749,188.929,3.31326,180.012,big beat,4,Boomerang (Reprise),2002
Pheeroan Aklaff,0.612,0.15101,145.97179,0,0.359693511,7,0,-15.975,1,,132.272,0.15101,135.397,free jazz,4,Hispaniola A,0
Ayo,1.02556,0.51868,244.06159,0,0.522590185,10,0.337,-10.167,0,,238.039,0.26395,118.509,neo soul,4,Down On My Knees,2006
John Williams,1.14735,0.57795,184.45016,0.107,0.705287678,5,0.012,-15.857,0,,179.926,0.30303,104.32,soundtrack,4,The Imperial March from The Empire Strikes Back,0
Junior Reid,0.70669,0.23749,215.14404,2.148,0.622940428,7,0.429,-6.487,1,0.255695041,209.328,0.23749,128.769,roots reggae,4,Mr Big Man,0
Michael Jackson,0.19264,0.19264,217.96526,0.461,0.86652032,8,0.248,-8.486,1,,204.98,0.19264,100.648,motown,1,Morning Glow,1973
Edmundo Ros,2.73059,0.70567,174.86322,0.385,0.448026305,7,0.427,-18.697,0,,168.861,0.45659,120.923,samba,7,The Wedding Samba,0
The Sterns,0.25848,0.25848,151.82322,0.148,0.487871933,5,0.414,-4.031,0,,142.089,0.07083,157.751,massachusetts,4,Supreme Girl,2006
Pink Floyd,10.89867,0.72914,187.42812,0.647,0.818042044,4,0.832,-10.813,1,,170.475,0.35994,54.398,art rock,4,Matilda Mother (Stereo) (2007 Remaster),1967
Edgar De Lest,1.0755,0.09615,317.28281,0,0.4421112,2,0,-8.328,1,,303.166,0.09615,125.026,musette,3,Slavinka,2002
Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine,0.43227,0.43227,34.55955,0,0.477387134,5,0.106,-22.785,1,,34.56,0.20006,130.319,opera,3,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster),0
Vangelis,12.24583,12.24583,408.00608,0,0.772871995,7,0.55,-20.42,1,0.427446572,371.839,12.24583,62.216,progressive rock,1,El Greco: Movement III,1998
The Cortinas,0.71602,0.13043,187.24526,0.949,0.514624265,9,0.022,-9.181,1,,181.76,0.13043,202.179,new wave,3,Youth Club Dance (Demo),0
Rodney O & Joe Cooley,0.71049,0.20291,252.23791,0.154,0.415784608,6,0.078,-14.6,1,,242.387,0.20291,119.074,miami bass,4,Party,2002
Daddy Yankee,0.54022,0.54022,181.34159,0,0.908984296,1,0.055,-7.421,1,0.301681757,181.342,0.2297,97.982,reggaeton,4,Baila Girl_ Todo Hombre Llorando Por Ti,2003
Righteous Brothers,0.54305,0.54305,130.0371,0.346,0.68508049,10,0.765,-11.47,1,,118.085,0.31853,135.599,blue-eyed soul,1,Little Latin Lupe Lu,1975
Kane,0.49235,0.49235,395.83302,0,0.58893851,5,0.593,-5.538,0,,382.154,0.26792,134.115,blues-rock,4,Rain Down On Me,2001
Why?,0.75248,0.25263,110.86322,0,0.822034962,8,0.445,-11.905,1,,110.863,0.25263,119.864,hip hop,4,Youll Know Where Your Plane Is... (Part 4),0
Steve Chou,1.26937,0.63544,323.23873,5.526,0.422887557,2,0.221,-6.793,1,,290.882,0.18127,96.004,chinese music,4,Pi Jiu Pao Pao (Beer Bubbles),0
Blingtones,0.27526,0.27526,29.72689,0,0.021492905,1,0.297,-6.615,1,,29.727,0.27526,83.226,turnablism,1,Stinky Breath,0
Sam Fan Thomas,0.81507,0.33266,397.58322,1.03,0.360187294,2,0.995,-13.856,1,,388.598,0.09863,125.241,soukous,4,African Typic Collection,1989
Gregory Isaacs,0.84087,0.3884,219.402,0.502,0.709472621,9,0.078,-11.999,1,0.392008772,210.524,0.16217,138.039,lovers rock,4,Down the Line,1979
Bonita & Jerry Cormier,0.40383,0.40383,208.79628,0.078,0.477963014,7,0.363,-11.318,1,,200.737,0.16301,124.193,reggaeton,4,La maison ou jai grandi,0
Sunnyland Slim,1.1729,0.49442,192.02567,0.431,0.485792919,0,0.556,-13.178,1,0,186.572,0.25403,82.654,piano blues,5,Tired Of You Clowning,0
Sara Melson,0.55481,0.19306,164.12689,0.299,0.576523099,5,0.75,-4.638,1,,157.768,0.19306,167.905,lullaby,4,Anywhere Anytime,2008
Happy Mondays,0.80951,0.2049,389.0673,3.28,0.682101282,8,0.61,-7.667,1,0.327736683,376.366,0.05279,196.096,alternative dance,4,Hallelujah [Club Mix - Remastered version],0
Yahir,0.72066,0.14829,245.34159,2.775,0.598636434,9,0.261,-9.044,0,0.513189736,230.197,0.14829,104,brutal death metal,4,No Te Apartes De Mi,0
Vince Guaraldi,1.51313,0.52073,201.42975,0.41,0.57810363,9,0.434,-18.7,0,,192.435,0.27113,124.391,latin jazz,3,Corcovado,1964
Foals,0.26677,0.26677,315.27138,0,0.842577665,9,0.618,-6.611,0,0.728377177,293.494,0.07342,156.917,dance-punk,5,Red Socks Pugie,2008
The London Theatre Orchestra,0.65447,0.18941,123.95057,0.351,0.332421635,0,0.489,-13.057,0,,117.255,0.18941,129.418,ragtime,4,War Of The Worlds,0
Michael Jackson,0.40625,0.40625,251.66322,3.373,0.866519754,1,0.265,-11.881,1,,243.873,0.20974,152.448,motown,4,Aint No Sunshine,1972
Faith Hill,0.92605,0.92605,246.09914,3.698,0.882111591,0,0.621,-9.695,1,0.454192988,221.373,0.67489,119.06,country,4,I Want You (Album Version),2005
John Brown,0.58861,0.15525,196.57098,0.125,0.641525136,0,0.72,-5.881,1,,193.875,0.15525,130.119,hard trance,4,Sarah Palin {I Wanna Lay Pipe} [Remix],0
Memphis Jug Band,0.06719,0.06719,146.15465,0.427,0.506126774,1,0.255,-21.852,1,,138.553,0.06719,143.031,country blues,4,Going Back To Memphis,2001
Capleton,1.029,0.40766,217.86077,0.168,0.662250484,11,0.485,-11.222,0,0,211.487,0.09738,97.997,dancehall,4,Bumbo Red,0
James Taylor Quartet,1.10519,0.09209,188.94322,0,0.583178831,1,0.875,-2.775,1,0.427446572,188.943,0.09209,58.135,jazz funk,4,Cleos Mood,2007
Mush,1.2039,0.57099,475.74159,0,0.498337082,8,0.155,-13.5,0,,455.872,0.25328,95.988,breakbeat,3,Test 72,0
The Gaskets,1.06743,0.33571,232.69832,0.479,0.472938418,5,0.36,-5.619,1,0,227.857,0.15368,83.942,indie rock,4,Deportees,0
Jean Carnigan,0.66675,0.35117,177.47546,0.338,0.380230188,2,0.545,-9.874,1,,170.731,0.35117,185.598,celtic,4,Irish Medley - Jigs,0
Mariano Yanani,1.3597,0.60387,180.71465,2.432,0.379734512,8,0.758,-18.018,1,0,169.244,0.22688,80.008,lullaby,4,Why Should I Cry For You,2005
The Knux,0.54363,0.11577,200.25424,0.299,0.683066099,1,0.014,-4.825,1,0.576860141,198.153,0.11577,140.119,alternative rap,4,Bang! Bang!,2008
Leroy Hutson,0.26369,0.26369,281.25995,0.194,0.530355668,7,0.464,-12.99,1,0,275.615,0.08673,169.714,jazz funk,4,Its Different - Original,0
Between The Buried And Me,1.83899,0.50888,295.28771,0.479,0.840590438,4,0.772,-5.493,0,0.769201429,290.313,0.17341,89.485,alternative metal,4,Kickstart My Heart (Album Version),2006
The Motors,0.08764,0.08764,207.85587,0.188,0.491370279,9,0.586,-11.947,1,,201.323,0.08764,174.628,power pop,1,You Beat The Hell Outta Me,1977
Gertrudis,0.63552,0.1256,263.47057,0,0.444926413,4,0.824,-7.961,0,0.435179324,260.464,0.1256,228.461,big beat,7,Oye,2005
Inoki,0.03001,0.03001,75.93751,0,0.548022399,4,0.536,-3.148,1,0.266955186,71.459,0.03001,98.533,pop rap,3,Parola di faliero,0
Loop Guru,0.6208,0.6208,521.9522,0.183,0.569359906,5,0.551,-5.666,0,0.215080319,501.272,0.20316,95.321,downtempo,1,Climax,0
Alan Feinberg,1.19517,1.19517,155.19302,1.026,0.283352898,11,0.464,-28.327,0,,136.29,1.19517,70.1,contemporary classical music,3,Menuet in the Name of Haydn,0
Los Nakos,0.4105,0.4105,131.02975,0.119,0.370715728,0,0.656,-15.416,1,,124.204,0.13943,108.787,mexico,1,Las Hermanas Granaditas,0
Murskahumppa,0.12006,0.12006,61.98812,0,0.435889847,9,0.501,-8.216,1,,61.988,0.12006,148.57,suomi rock,1,MikA$? mun pA$?A$?ssA$? nykii,0
Didier FranASSois,0.26153,0.26153,183.19628,0.949,0.255110452,2,0.005,-15.665,0,,175.026,0.07378,160.343,flamenco,4,Dans cette nuit jai envie de me perdre,0
Liquid Gang,0.64144,0.12988,197.98159,2.717,0.426723679,4,0.557,-5.727,0,,181.975,0.12988,115.861,nu metal,4,I Applaud You  (LP Version),0
Checkers,0.44799,0.06335,159.18975,0,0.454122841,2,0.138,-13.08,0,,152.805,0.06335,156.868,j pop,4,Cant Find My Sadie,0
Vince Taylor,0.23491,0.23491,200.04526,0.636,0.489158833,6,0,-5.085,0,0,194.81,0.06427,180.733,rock n roll,1,Sweet Little Sixteen,0
The Refreshments,1.24141,0.4074,239.41179,0.374,0.565452292,10,0.257,-7.556,1,0,232.983,0.20007,142.367,post-grunge,3,Midnight,0
Ray Barretto,0.20733,0.20733,187.34975,0.154,0.61443158,7,0.854,-8.806,0,,183.397,0.20733,144.722,latin jazz,4,Dame Tu Carino,0
Jimmy Witherspoon,1.60083,0.3354,197.51138,0.189,0.501726333,1,0.556,-9.825,1,,189.544,0.3354,92.643,jazz blues,4,Rain Keeps Falling Down,0
Karen Peck & New River,0.96971,0.4881,218.98404,0.189,0.325700771,11,0.72,-8.504,1,0,209.107,0.2473,123.586,country gospel,4,Behind The Line Of Grace,0
Kostis Maraveyas,1.4922,0.16193,247.7971,0.293,0.21977559,0,0.887,-10.156,1,0,239.015,0.16193,90,greek,4,Love Alone,0
MarAa,0.65849,0.65849,259.86567,0,0.642907249,9,0.6,-12.178,1,,237.656,0.34672,93.22,j pop,4,Cuenta Conmigo,0
Adolph Hofner,0.33336,0.33336,152.0322,0.258,0.32902404,4,0.376,-18.299,0,0.194758305,145.56,0.33336,105.169,western swing,1,We Played A Game,0
Word,0.09586,0.09586,187.97669,0,0.638880206,8,0.254,-3.96,1,,184.546,0.09586,103.995,blues-rock,4,Il rosso,0
Elva Hsiao,0.05124,0.05124,233.37751,0.467,0.48221287,10,0.521,-9.917,0,,214.46,0.05124,97.001,j pop,4,Lonley,0
Carolyn Arends,1.14144,0.51934,231.36608,0.469,0.494269055,7,0.033,-6.953,1,0.435405368,226.11,0.06278,97.958,ccm,4,Happy,0
Israel & Moises,0.87808,0.41826,213.65506,0.154,0.593753666,11,0.491,-10.543,0,,204.127,0.18951,130.042,ccm,4,El Amor De Mi Vida,0
The Dillinger Escape Plan,0.17197,0.17197,281.23383,0.06,0.839962768,8,0.001,-6.991,0,0.672836061,263.413,0.17197,120.085,math-core,4,Parasitic Twins,2010
Lionel Rogg,4.7376,4.7376,394.23955,4.986,0.320855383,0,0.608,-16.536,1,,385.683,4.7376,106.479,early music,1,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,0
Palito Ortega,0.18478,0.18478,134.3473,0,0.455087591,9,0.822,-9.182,1,0.37188085,126.491,0.18478,103.755,latin pop,1,Te Fuiste En Abril,0
Paul Taylor,1.01599,0.06685,266.9971,0.357,0.664690939,5,0.247,-6.514,1,0.270775999,261.462,0.06685,126.649,smooth jazz,5,Dream State,0
Rick Ross / Carol City Cartel,1.84865,0.59233,227.57832,0.09,0.852569498,6,0.004,-6.404,1,,222.732,0.12116,95.585,gangster rap,4,It Aint A Problem,0
Jack Off Jill,3.596,2.82825,137.9522,3.32,0.691956473,6,0.204,-11.877,0,0.502449624,133.3,2.63798,156.804,dark wave,4,Yellow Brick Road,1994
Hevia,0.69644,0.04934,280.2673,0,0.619530991,8,0.716,-4.936,1,0.386477291,270.205,0.04934,93.037,folk rock,4,Albo,2007
Kenny Rogers,0.2459,0.2459,135.36608,0.201,0.742548135,5,0.531,-12.965,1,,123.635,0.03762,154.783,country rock,1,Where Does Rosie Go?,2003
Hecklah & Coch,1.22884,0.57276,263.33995,0,0.480062115,8,0.287,-4.006,1,,260.371,0.08072,91.767,pop rock,3,Ihr hated nur (P-Dog Remix),0
The Bug Featuring Spaceape,0.52421,0.52421,327.99302,0.165,0.651952139,2,0.5,-7.843,1,0.586776932,311.124,0.10596,96.02,illbient,5,Fuckaz,2008
Erik Tronic,0.4256,0.4256,257.09669,0.16,0.402721164,9,0.486,-7.352,1,,242.863,0.18993,129.977,indietronica,4,Kyotronics,0
Fred Merpol,0.30735,0.30735,209.26649,0,0.377366436,1,0.035,-12.209,1,,209.266,0.30735,156.371,french pop,1,Ya dlabus,0
Bombay Rockers,0.69183,0.14153,212.71465,0.096,0.531757816,8,0.577,-4.336,1,0.379523324,206.692,0.14153,109.984,bhangra,4,Rock Tha Party,2004
Roberto Perera,0.46201,0.46201,224.93995,0.431,0.35650011,7,0.081,-10.925,1,0,218.802,0.46201,129.988,world fusion,4,A Puro Dolor,0
Koordinate Of Wonders,0.62552,0.23392,218.74893,0,0.058400937,0,0.956,-9.325,1,,209.937,0.03813,158.913,chill-out,4,Castle of KoFW,2006
Montserrat CaballA(c),5.48719,0.2503,198.13832,4.952,0.522197175,10,0.311,-15.585,1,,194.247,0.2503,71.285,symphonic rock,3,The Phantom Of The Opera/Wishing You Were Somehow Here Again,1994
Ray Barretto,0.49522,0.49522,348.76036,0.178,0.61443158,2,0.416,-9.086,0,,345.356,0.25701,129.151,latin jazz,1,Vine Paechar Candela,0
Nestor Torres,0.06098,0.06098,249.44281,0.165,0.485921286,10,0.846,-9.94,0,0.503381236,245.783,0.06098,93.975,latin jazz,4,Peace With Myself,0
Marlene Dietrich,0.35665,0.35665,190.04036,0.615,0.616896591,10,0.546,-22.166,1,,176.791,0.35665,82.286,chanson,1,When Love Dies,1991
Beenie Man,1.43844,0.20333,213.10649,0.154,0.729212274,8,0.383,-6.109,1,0.215080319,202.693,0.20333,98.028,dancehall,4,Politrix,2006
Mongo Santamaria,1.65462,0.55501,235.49342,0,0.540037749,0,0.479,-9.396,1,0,225.454,0.2726,129.871,latin jazz,3,Soca Mi Nice,0
Leroy Hutson,0.83872,0.4354,228.49261,0.183,0.530355668,10,0.802,-13.525,0,0.375984302,217.577,0.23222,151.064,jazz funk,4,Never Know What You Can Do (Give It A Try) - Original,0
Paulo Flores,1.37428,0.26766,337.08363,0,0.465801589,7,0.457,-7.775,0,,331.564,0.12951,218.093,zouk,7,Poema do semba,0
John Williams,1.49903,0.63021,268.90404,0.353,0.705287678,4,0.852,-15.519,1,,253.875,0.41301,138.63,soundtrack,4,Everything I Do from Robin Hood,0
Greater Vision,1.1609,0.50075,113.42322,0.345,0.476968971,0,0,-11.326,0,0,105.244,0.33246,184.529,ccm,3,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0
Aesop Rock,0.80067,0.13975,243.56526,0,0.834538586,7,0.376,-5.683,1,,243.565,0.13975,102.429,underground rap,4,Train Buffer,2002
Devo,1.13611,0.49796,205.50485,0.154,0.707839968,6,0.393,-16.619,0,0.563755208,202.838,0.17699,94.48,rock,4,Going Under,1981
Rakim,1.00209,1.00209,19.12118,0.299,0.701260701,5,0,-18.83,1,0,19.121,0.07443,45.554,hip hop,1,Skit,1997
Styles P & The Evil Genius DJ Green Lantern,0.52673,0.17136,235.04934,0,0.743792498,7,0.131,-9.338,1,0.38293509,230.121,0.17136,167.873,rap,4,Shadows,0
Ann Nesby,1.56313,0.1957,243.01669,0,0.447913958,11,0.863,-8.578,0,0.265861049,235.665,0.1957,88.008,disco house,4,Tables Turn,0
The Shamen,1.57852,0.48623,280.31955,0.433,0.605880471,10,0.46,-9.198,0,0,267.86,0.21112,109.96,tech house,4,Heal (The Separation) [PM Dawn Alt. Lead Mix],1996
Mademoiselle Sane,2.08416,0.31611,217.62567,2.258,0.391836735,11,0.531,-11.875,0,0,203.709,0.31611,63.154,cabaret,4,La petite boite en fer,0
Gorillaz,0.5598,0.21246,249.93914,0,0.775086058,1,0.857,-7.033,1,0.813305209,245.005,0.03792,171.918,hip hop,4,Rock The House (Explicit),2001
Danny Wright,1.43866,0.19977,240.53506,0,0.490897988,7,0.829,-17.041,0,0.405115722,217.722,0.19977,95.995,easy listening,3,Carol of the Bells (Album Version),0
Burning Spear,0.53596,0.53596,334.31465,0.467,0.6742378,9,0.605,-12.763,1,0.607036691,317.243,0.53596,146.392,roots reggae,4,The Invasion (Aka Black Wa Da Da),0
Passion,0.10706,0.10706,253.41342,0.345,0.701176717,10,0.763,-16.307,1,0,243.241,0.10706,114.303,ccm,4,Jesus_ Lover Of My Soul (Bonus Stereo Trax),0
Midwest Product,0.9084,0.05061,301.73995,0,0.528107468,10,0.456,-8.874,1,0.503381236,301.74,0.05061,141.002,instrumental rock,4,Motivator,2003
From Autumn To Ashes,0.84013,0.19852,147.64363,0.15,0.714268533,4,0.516,-12.063,0,0.512253654,134.565,0.19852,97.169,post-hardcore,3,IV,2002
Thomas Battenstein,0.48778,0.03956,342.20363,0.264,0.42562724,5,0,-13.774,1,,334.373,0.03956,134.132,guitar,5,East West,0
Atreyu,0.87468,0.4453,208.66567,0,0.821844255,5,0.118,-3.639,0,,208.666,0.22787,138.536,post-hardcore,4,Gallows (Album Version),2009
Grup Knar,0.26523,0.26523,381.70077,0.63,0.179311748,2,0.001,-9.421,1,0,370.231,0.26523,120.093,digital hardcore,1,Ay Nare Nare,0
Warrior King,0.37829,0.37829,225.77587,0.16,0.588370653,0,0.873,-6.937,0,0.565451012,220.578,0.19875,83.831,roots reggae,1,Breath Of Fresh Air,2002
Taking Back Sunday,0.20601,0.20601,227.57832,0.63,0.911599657,3,0.859,-5.534,1,0.360370583,227.578,0.20601,165.145,post-hardcore,4,You Know How I Do [Live From Bamboozle],0
Jean LumiAre,0.45778,0.45778,183.43138,0,0.290826477,5,0.604,-11.333,1,0,174.765,0.45778,124.113,chanson,1,La chanson des genAats,0
Buju Banton,1.14012,0.25701,239.0722,0.194,0.710374813,1,0.514,-7.38,0,,235.386,0.03745,134.941,roots reggae,4,Destiny,1997
